question_id,question_text,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,source_field,tags
Q599,Which city or region is Ghostface Killah associated with?,"Staten Island, NY","Virginia Beach, VA","Canton, OH","Cleveland, OH",Origin,Easy,origin,location
Q600,What is the real name of Ghostface Killah?,Dennis David Coles,Bryson Lashun Potts,James Todd Smith,Jayceon Terrell Taylor,Real Name,Medium,real_name,identity
Q601,What year was Joell Ortiz born?,1980,1987,1997,1977,Birth Year,Easy,birth_year,"bio,origin"
Q602,Which city or region is Joell Ortiz associated with?,"Brooklyn, NY","Cape Town, South Africa","Saint James, Trinidad and Tobago","Savannah, GA",Origin,Easy,origin,location
Q603,What is the real name of Joell Ortiz?,Joell Christopher Ortiz,Avery Marcel Joshua Jones,Samara Henderson,Joseph Antonio Cartagena,Real Name,Medium,real_name,identity
Q604,What year was 2Pac born?,1971,2008,1990,1991,Birth Year,Easy,birth_year,"bio,origin"
Q605,Which city or region is 2Pac associated with?,"Bay Area, CA","New York City, NY","Washington, D.C.","South Orange, NJ",Origin,Easy,origin,location
Q606,What is the real name of 2Pac?,Tupac Amaru Shakur,Antwan André Patton,Christopher George Latore Wallace,Justin Lewis Scott,Real Name,Medium,real_name,identity
Q607,Which city or region is Dead Prez associated with?,"New York, NY",Virginia,"Raleigh, NC","Washington, D.C.",Origin,Easy,origin,location
Q608,What is the real name of Dead Prez?,"stic.man, M-1",Carlos Coleman,Onika Tanya Maraj,John Lucks,Real Name,Medium,real_name,identity
Q609,What year was Sammus born?,1986,1976,1975,1972,Birth Year,Easy,birth_year,"bio,origin"
Q610,Which city or region is Sammus associated with?,"Ithaca, NY","Louisville, KY","Dallas, TX","Richmond, VA",Origin,Easy,origin,location
Q611,What is the real name of Sammus?,Enongo Lumumba-Kasongo,Durk Derrick Banks,Katorah Kasanova Marrero,Jason S Hunter,Real Name,Medium,real_name,identity
Q612,What year was Meek Mill born?,1987,1982,1993,1965,Birth Year,Easy,birth_year,"bio,origin"
Q613,Which city or region is Meek Mill associated with?,"Philadelphia, PA","Brownsville, Brooklyn","Minot, ND","Montgomery, AL",Origin,Easy,origin,location
Q614,What is the real name of Meek Mill?,Robert Rihmeek Williams,Victor James Santiago Jr.,Enongo Lumumba-Kasongo,Matthew Jefferson,Real Name,Medium,real_name,identity
Q615,What year was Vince Staples born?,1993,1985,1983,1994,Birth Year,Easy,birth_year,"bio,origin"
Q616,Which city or region is Vince Staples associated with?,"Compton, CA","Long Beach, CA","Las Vegas, NV","Cheltenham Township, PA",Origin,Easy,origin,location
Q617,What is the real name of Vince Staples?,Vincent Jamal Staples,Angel Del Villar II,Nashid Sulaiman,Marlanna Evans,Real Name,Medium,real_name,identity
Q618,What year was Saigon born?,1977,2002,1967,1981,Birth Year,Easy,birth_year,"bio,origin"
Q619,Which city or region is Saigon associated with?,"Brooklyn, NY","Hempstead, NY","Wiesbaden, Germany","Los Angeles, CA",Origin,Easy,origin,location
Q620,What is the real name of Saigon?,Brian Daniel Carenard,LaRon Louis James Sr.,Keith Farrelle Cozart,Robert Fitzgerald Diggs,Real Name,Medium,real_name,identity
Q621,What year was Chief Keef born?,1995,1974,1992,1977,Birth Year,Easy,birth_year,"bio,origin"
Q622,Which city or region is Chief Keef associated with?,"Chicago, IL","New York, NY","Jamaica, Queens","Las Vegas, NV",Origin,Easy,origin,location
Q623,What is the real name of Chief Keef?,Keith Farrelle Cozart,Jackman Thomas Harlow,Yasiin Bey,Leslie Edward Pridgen,Real Name,Medium,real_name,identity
Q624,What year was A$AP Ferg born?,1988,1970,1987,1973,Birth Year,Easy,birth_year,"bio,origin"
Q625,Which city or region is A$AP Ferg associated with?,"Harlem, NY","Charlotte, NC","Brookhaven, MS","Washington, D.C.",Origin,Easy,origin,location
Q626,What is the real name of A$AP Ferg?,Darold Durard Brown Ferguson Jr.,Joseph Guillermo Jones II,Kimberly Denise Jones,Simmie Sims III,Real Name,Medium,real_name,identity
Q627,What year was Bow Wow born?,1987,1984,2008,2000,Birth Year,Easy,birth_year,"bio,origin"
Q628,Which city or region is Bow Wow associated with?,"Columbus, OH","Atlanta, GA","Ithaca, NY","Mableton, GA",Origin,Easy,origin,location
Q629,What is the real name of Bow Wow?,Shad Gregory Moss,Christopher Lee Rios,Avery Marcel Joshua Jones,Tyler-Justin Anthony Sharpe,Real Name,Medium,real_name,identity
Q630,What year was Nas born?,1973,1994,1960,1985,Birth Year,Easy,birth_year,"bio,origin"
Q631,Which city or region is Nas associated with?,"Queens, NY","Portsmouth, VA","South Gate, CA","Mableton, GA",Origin,Easy,origin,location
Q632,What is the real name of Nas?,Nasir bin Olu Dara Jones,Azealia Amanda Banks,Dennis David Coles,"Skinny DeVille, B. Stille, Ron Clutch, Fish Scales",Real Name,Medium,real_name,identity
Q633,What year was Kenny Mason born?,1995,1997,2008,1981,Birth Year,Easy,birth_year,"bio,origin"
Q634,Which city or region is Kenny Mason associated with?,"Atlanta, GA","Mitcham, London","Saint James, Trinidad and Tobago","Los Angeles, CA",Origin,Easy,origin,location
Q635,What is the real name of Kenny Mason?,Kenny Mason,Christopher Lee Rios,Samara Henderson,"Rio Loz, Ras Austin, Taj Austin, Eric Jamal",Real Name,Medium,real_name,identity
Q636,What year was Nicki Minaj born?,1982,1974,1998,1995,Birth Year,Easy,birth_year,"bio,origin"
Q637,Which city or region is Nicki Minaj associated with?,"Saint James, Trinidad and Tobago","Brookhaven, MS","Dallas, TX","Fayetteville, NC",Origin,Easy,origin,location
Q638,What is the real name of Nicki Minaj?,Onika Tanya Maraj,Victor James Santiago Jr.,Donald McKinley Glover Jr.,Quincy Matthew Hanley,Real Name,Medium,real_name,identity
Q639,What year was GZA born?,1966,1960,1976,1971,Birth Year,Easy,birth_year,"bio,origin"
Q640,Which city or region is GZA associated with?,"Staten Island, NY","San Antonio, TX","Los Angeles, CA","Plantation, FL",Origin,Easy,origin,location
Q641,What is the real name of GZA?,Gary Eldridge Grice,Duval Clear,Alvin Nathaniel Joiner,Tobe Nwigwe,Real Name,Medium,real_name,identity
Q642,What year was BigXThaPlug born?,1998,1995,1983,1980,Birth Year,Easy,birth_year,"bio,origin"
Q643,Which city or region is BigXThaPlug associated with?,"Dallas, TX","Raleigh, NC","Yonkers, NY","Chicago, IL",Origin,Easy,origin,location
Q644,What is the real name of BigXThaPlug?,Xavier Landum,Cameron Jibril Thomaz,Barry Adrian Reese,Darryl Raynard Richardson III,Real Name,Medium,real_name,identity
Q645,What year was Fat Joe born?,1970,1974,1998,1962,Birth Year,Easy,birth_year,"bio,origin"
Q646,Which city or region is Fat Joe associated with?,"The Bronx, NY","Clarksdale, MS","New York City, NY","College Park, GA",Origin,Easy,origin,location
Q647,What is the real name of Fat Joe?,Joseph Antonio Cartagena,Various Artists,Lavell William Crump,Jason L. Martin,Real Name,Medium,real_name,identity
Q648,What year was KRS-One born?,1965,2001,1979,1994,Birth Year,Easy,birth_year,"bio,origin"
Q649,Which city or region is KRS-One associated with?,"Bronx, NY","Portsmouth, VA","Baltimore, MD","New York City, NY",Origin,Easy,origin,location
Q650,What is the real name of KRS-One?,Lawrence Parker,Tyler Gregory Okonma,Timothy Elpadaro Thedford,"Q-Tip, Phife Dawg",Real Name,Medium,real_name,identity
Q651,Which city or region is 8Ball & MJG associated with?,"Memphis, TN","Saint James, Trinidad and Tobago","Raleigh, NC","Atlanta, GA",Origin,Easy,origin,location
Q652,Which city or region is Black Eyed Peas associated with?,"Los Angeles, CA","Long Island, NY","Clarksdale, MS","Baton Rouge, LA",Origin,Easy,origin,location
Q653,What is the real name of Black Eyed Peas?,"Taboo, will.i.am, APL.DE.AP",David Andrew Burd,Hasben Jones,Dwayne Michael Carter Jr.,Real Name,Medium,real_name,identity
Q654,"What year was Royce da 5'9"" born?",1977,1995,1976,1978,Birth Year,Easy,birth_year,"bio,origin"
Q655,"Which city or region is Royce da 5'9"" associated with?","Detroit, MI","Chattanooga, TN","Cleveland, OH","Mobile, AL",Origin,Easy,origin,location
Q656,"What is the real name of Royce da 5'9""?",Ryan Daniel Montgomery,"Taboo, will.i.am, APL.DE.AP",Terrence LeVarr Thornton,Lola Chantrelle Mitchell,Real Name,Medium,real_name,identity
Q657,Which city or region is Salt‐N‐Pepa associated with?,"Queens, NY","New York, NY","Queensbridge, NY","Wyandanch, NY",Origin,Easy,origin,location
Q658,What is the real name of Salt‐N‐Pepa?,"Salt, Pepa","N.A.R.D., Belo Zero, AK-47","T3, J Dilla, Baatin, Elzhi, J Illa, Young RJ",Jacques Bermon Webster II,Real Name,Medium,real_name,identity
Q659,What year was Wiz Khalifa born?,1987,2000,1981,1966,Birth Year,Easy,birth_year,"bio,origin"
Q660,Which city or region is Wiz Khalifa associated with?,"Minot, ND","Philadelphia, PA","Durham, NC","New York, NY",Origin,Easy,origin,location
Q661,What is the real name of Wiz Khalifa?,Cameron Jibril Thomaz,Michael Taylor Perretta,Kentrell DeSean Gaulden,Curtis James Jackson III,Real Name,Medium,real_name,identity
Q662,Which city or region is Onyx associated with?,"Queens, NY","Savannah, GA","Toronto, ON","Miami, FL",Origin,Easy,origin,location
Q663,What is the real name of Onyx?,"Fredro Starr, Sticky Fingaz, Sonny Seeza, Big DS",Ariyan Arslani,Destin Choice Route,LaRon Louis James Sr.,Real Name,Medium,real_name,identity
Q664,What year was Remy Ma born?,1980,1975,1990,1992,Birth Year,Easy,birth_year,"bio,origin"
Q665,Which city or region is Remy Ma associated with?,"Bronx, NY","Queens, NY","Houston, TX","Oxnard, CA",Origin,Easy,origin,location
Q666,What is the real name of Remy Ma?,Reminisce Kioni Mackie,Xavier Landum,Barry Adrian Reese,Stayve Jerome Thomas,Real Name,Medium,real_name,identity
Q667,What year was Busta Rhymes born?,1972,1974,1976,1982,Birth Year,Easy,birth_year,"bio,origin"
Q668,Which city or region is Busta Rhymes associated with?,"Brooklyn, NY","Fayetteville, NC","Chicago, IL","Buffalo, NY",Origin,Easy,origin,location
Q669,What is the real name of Busta Rhymes?,Trevor George Smith Jr.,Talib Kweli Greene,Victor James Santiago Jr.,Nashid Sulaiman,Real Name,Medium,real_name,identity
Q670,What year was Chance The Rapper born?,1993,1990,1971,1991,Birth Year,Easy,birth_year,"bio,origin"
Q671,Which city or region is Chance The Rapper associated with?,"Chicago, IL","Brownsville, Brooklyn","Compton, CA","Durham, NC",Origin,Easy,origin,location
Q672,What is the real name of Chance The Rapper?,Chancelor Johnathan Bennett,Willard Carroll Smith Jr.,Lana Michele Moorer,Carlos Coleman,Real Name,Medium,real_name,identity
Q673,What year was Pharoahe Monch born?,1972,1966,1992,1990,Birth Year,Easy,birth_year,"bio,origin"
Q674,Which city or region is Pharoahe Monch associated with?,"Queens, NY","Bronx, NY","Irvine, CA","St. Louis, MO",Origin,Easy,origin,location
Q675,What is the real name of Pharoahe Monch?,Troy Donald Jamerson,Talib Kweli Greene,Tauheed K. Epps,Alvin Lamar Worthy,Real Name,Medium,real_name,identity
Q676,What year was NLE Choppa born?,2002,1979,1958,1994,Birth Year,Easy,birth_year,"bio,origin"
Q677,Which city or region is NLE Choppa associated with?,"Cordova, TN","Philadelphia, PA","Richmond, VA","Meridian, MS",Origin,Easy,origin,location
Q678,What is the real name of NLE Choppa?,Bryson Lashun Potts,Durk Derrick Banks,Tramar Lacel Dillard,Antonio Hardy,Real Name,Medium,real_name,identity
Q679,What year was 21 Savage born?,1992,1987,1960,1993,Birth Year,Easy,birth_year,"bio,origin"
Q680,Which city or region is 21 Savage associated with?,"Atlanta, GA","Morrisville, PA","Philadelphia, PA","Bronx, NY",Origin,Easy,origin,location
Q681,What is the real name of 21 Savage?,Shéyaa Bin Abraham-Joseph,Johnathan Jamall Porter,Juaquin James Malphurs,Nathaniel Thomas Wilson,Real Name,Medium,real_name,identity
Q682,What year was Killer Mike born?,1975,2008,1999,1994,Birth Year,Easy,birth_year,"bio,origin"
Q683,Which city or region is Killer Mike associated with?,"Atlanta, GA","Mobile, AL","Bowling Green, KY","Las Vegas, NV",Origin,Easy,origin,location
Q684,What is the real name of Killer Mike?,Michael Santiago Render,"Q-Tip, Phife Dawg",Daniel Dumile,Terrence LeVarr Thornton,Real Name,Medium,real_name,identity
Q685,Which city or region is Souls of Mischief associated with?,"Oakland, CA","Las Vegas, NV","Rockville, MD","Pittsburgh, PA",Origin,Easy,origin,location
Q686,What is the real name of Souls of Mischief?,"A-Plus, Phesto, Opio, Tajai",Jean-Jacques Cadet,Zaire Stewart,Jason S Hunter,Real Name,Medium,real_name,identity
Q687,What year was E-40 born?,1967,1976,1968,1987,Birth Year,Easy,birth_year,"bio,origin"
Q688,Which city or region is E-40 associated with?,"Vallejo, CA","Saint James, Trinidad and Tobago","Savannah, GA","Yonkers, NY",Origin,Easy,origin,location
Q689,What is the real name of E-40?,Earl Tywone Stevens,Denzel Rae Don Curry,Oswin Benjamin,Aaron Bernard Tyler,Real Name,Medium,real_name,identity
Q690,What year was GloRilla born?,1999,1988,1987,1986,Birth Year,Easy,birth_year,"bio,origin"
Q691,Which city or region is GloRilla associated with?,"Memphis, TN","Queensbridge, NY","Carson, CA","Oxnard, CA",Origin,Easy,origin,location
Q692,What is the real name of GloRilla?,Gloria Hallelujah Woods,Adam Aminé Daniel,Noah Olivier Smith,Mark Anthony Williams Jr.,Real Name,Medium,real_name,identity
Q693,What year was Elzhi born?,1979,2001,1989,1980,Birth Year,Easy,birth_year,"bio,origin"
Q694,Which city or region is Elzhi associated with?,"Detroit, MI","Buffalo, NY","Chicago, IL","Queensbridge, NY",Origin,Easy,origin,location
Q695,What is the real name of Elzhi?,Jason Powers,Gloria Hallelujah Woods,James Todd Smith,Keith Omar Murray,Real Name,Medium,real_name,identity
Q696,What year was Westside Gunn born?,1982,1985,1983,1960,Birth Year,Easy,birth_year,"bio,origin"
Q697,Which city or region is Westside Gunn associated with?,"Buffalo, NY","Columbus, OH","Canton, OH","Cheltenham Township, PA",Origin,Easy,origin,location
Q698,What is the real name of Westside Gunn?,Alvin Lamar Worthy,Noah Olivier Smith,Amir Elkhalifa,Germaine Williams,Real Name,Medium,real_name,identity
Q699,What year was Twista born?,1973,1975,1995,1960,Birth Year,Easy,birth_year,"bio,origin"
Q700,Which city or region is Twista associated with?,"Chicago, IL","Lima, Peru","Toronto, ON","Murfreesboro, TN",Origin,Easy,origin,location
Q701,What is the real name of Twista?,Carl Terrell Mitchell,Vyshonn King Miller,"Lazy, Krayzie, Bizzy, Wish, and Flesh-n-Bone","T3, J Dilla, Baatin, Elzhi, J Illa, Young RJ",Real Name,Medium,real_name,identity
Q702,What year was 2 Chainz born?,1977,1962,1986,1978,Birth Year,Easy,birth_year,"bio,origin"
Q703,Which city or region is 2 Chainz associated with?,"College Park, GA","Cleveland, OH","Houston, TX","Wyandanch, NY",Origin,Easy,origin,location
Q704,What is the real name of 2 Chainz?,Tauheed K. Epps,Quincy Matthew Hanley,Shawn Corey Carter,Michael Lamar White IV,Real Name,Medium,real_name,identity
Q705,What year was Cassidy born?,1982,1996,1989,1970,Birth Year,Easy,birth_year,"bio,origin"
Q706,Which city or region is Cassidy associated with?,"Philadelphia, PA","Virginia Beach, VA","Cheltenham Township, PA","Richmond, VA",Origin,Easy,origin,location
Q707,What is the real name of Cassidy?,Barry Adrian Reese,David Lawrence Brewster Jr.,Jason Powers,Chancelor Johnathan Bennett,Real Name,Medium,real_name,identity
Q708,What year was Kanye West born?,1977,1979,1989,1962,Birth Year,Easy,birth_year,"bio,origin"
Q709,Which city or region is Kanye West associated with?,"Chicago, IL","Watts, CA","Brownsville, Brooklyn","Gadsden, AL",Origin,Easy,origin,location
Q710,What is the real name of Kanye West?,Kanye Omari West,Carl Terrell Mitchell,Mason Durell Betha,Talib Kweli Greene,Real Name,Medium,real_name,identity
Q711,What year was Trina born?,1978,2008,1979,1968,Birth Year,Easy,birth_year,"bio,origin"
Q712,Which city or region is Trina associated with?,"Miami, FL","Manhattan, NY","Spanish Harlem, NY","Wyandanch, NY",Origin,Easy,origin,location
Q713,What is the real name of Trina?,Katrina Laverne Taylor,Chancelor Johnathan Bennett,Xavier Landum,Jackman Thomas Harlow,Real Name,Medium,real_name,identity
Q714,What year was Styles P born?,1974,1969,1987,1995,Birth Year,Easy,birth_year,"bio,origin"
Q715,Which city or region is Styles P associated with?,"Queens, NY","Newark, NJ","Virginia Beach, VA","New York City, NY",Origin,Easy,origin,location
Q716,What is the real name of Styles P?,David R. Styles,Michael Wayne Atha,Vyshonn King Miller,Nasir bin Olu Dara Jones,Real Name,Medium,real_name,identity
Q717,What year was Kota the Friend born?,1992,1984,1962,1993,Birth Year,Easy,birth_year,"bio,origin"
Q718,Which city or region is Kota the Friend associated with?,"Brooklyn, NY","Detroit, MI","Miami, FL","East Orange, NJ",Origin,Easy,origin,location
Q719,What is the real name of Kota the Friend?,Avery Marcel Joshua Jones,Tyler-Justin Anthony Sharpe,Earl Simmons,Dieuson Octave,Real Name,Medium,real_name,identity
Q720,What year was Isaiah Rashad born?,1991,1985,1976,1996,Birth Year,Easy,birth_year,"bio,origin"
Q721,Which city or region is Isaiah Rashad associated with?,"Chattanooga, TN","Hempstead, NY","Louisville, KY","New York City, NY",Origin,Easy,origin,location
Q722,What is the real name of Isaiah Rashad?,Isaiah Rashad Joel McClain,Curtis Eugene Cross,Jeffrey Bruce Atkins,Sir Robert Bryson Hall II,Real Name,Medium,real_name,identity
Q723,What year was Redman born?,1970,1968,1989,2008,Birth Year,Easy,birth_year,"bio,origin"
Q724,Which city or region is Redman associated with?,"Newark, NJ","Oxnard, CA","Detroit, MI","Cheltenham Township, PA",Origin,Easy,origin,location
Q725,What is the real name of Redman?,Reginald Noble,Alvin Lamar Worthy,Philip Bernard,Jackman Thomas Harlow,Real Name,Medium,real_name,identity
Q726,What year was Trippie Redd born?,1999,1988,2000,1982,Birth Year,Easy,birth_year,"bio,origin"
Q727,Which city or region is Trippie Redd associated with?,"Canton, OH","Montgomery, AL","Fayetteville, NC","Vallejo, CA",Origin,Easy,origin,location
Q728,What is the real name of Trippie Redd?,Michael Lamar White IV,Earl Tywone Stevens,DeAndre Cortez Way,Nashid Sulaiman,Real Name,Medium,real_name,identity
Q729,What year was Mase born?,1975,1973,1980,1988,Birth Year,Easy,birth_year,"bio,origin"
Q730,Which city or region is Mase associated with?,"Harlem, NY","Chicago, IL","Brownsville, Brooklyn","Pontiac, MI",Origin,Easy,origin,location
Q731,What is the real name of Mase?,Mason Durell Betha,Tamia Monique Carter,Tyler Gregory Okonma,Lavell William Crump,Real Name,Medium,real_name,identity
Q732,What year was Project Pat born?,1973,1960,1985,2000,Birth Year,Easy,birth_year,"bio,origin"
Q733,Which city or region is Project Pat associated with?,"Memphis, TN","Baton Rouge, LA","Durham, NC","Flint, MI",Origin,Easy,origin,location
Q734,What is the real name of Project Pat?,Patrick Earl Houston,Jatavia Shakara Johnson,Simmie Sims III,Fatimah Nyeema Warner,Real Name,Medium,real_name,identity
Q735,What year was J-Live born?,1976,1974,1973,2001,Birth Year,Easy,birth_year,"bio,origin"
Q736,Which city or region is J-Live associated with?,"New York City, NY","South Gate, CA","Jamaica, Queens","San Francisco, CA",Origin,Easy,origin,location
Q737,What is the real name of J-Live?,Jean-Jacques Cadet,Stayve Jerome Thomas,Kanye Omari West,Christopher Brian Bridges,Real Name,Medium,real_name,identity
Q738,What year was Yung Miami born?,1994,1986,1984,1968,Birth Year,Easy,birth_year,"bio,origin"
Q739,Which city or region is Yung Miami associated with?,"Miami, FL","South Gate, CA","Mobile, AL","Saint James, Trinidad and Tobago",Origin,Easy,origin,location
Q740,What is the real name of Yung Miami?,Caresha Romeka Brownlee,Destin Choice Route,"Lazy, Krayzie, Bizzy, Wish, and Flesh-n-Bone",Azealia Amanda Banks,Real Name,Medium,real_name,identity
Q741,What year was Freddie Gibbs born?,1982,1965,1995,1987,Birth Year,Easy,birth_year,"bio,origin"
Q742,Which city or region is Freddie Gibbs associated with?,"Gary, IN","Virginia Beach, VA","Queens, NY","Pittsburgh, PA",Origin,Easy,origin,location
Q743,What is the real name of Freddie Gibbs?,Fredrick Jamel Tipton,Nayvadius DeMun Wilburn,Carlos Coleman,Isaiah Rashad Joel McClain,Real Name,Medium,real_name,identity
Q744,What year was Drake born?,1986,1989,1980,1992,Birth Year,Easy,birth_year,"bio,origin"
Q745,Which city or region is Drake associated with?,"Toronto, ON","St. Louis, MO","Wyandanch, NY","Dallas, TX",Origin,Easy,origin,location
Q746,What is the real name of Drake?,Aubrey Drake Graham,Ryan Daniel Montgomery,"Erick Sermon, PMD","Taboo, will.i.am, APL.DE.AP",Real Name,Medium,real_name,identity
Q747,What year was Gucci Mane born?,1980,1971,1998,2008,Birth Year,Easy,birth_year,"bio,origin"
Q748,Which city or region is Gucci Mane associated with?,"Atlanta, GA","Minot, ND","San Francisco, CA","Worcester, MA",Origin,Easy,origin,location
Q749,What is the real name of Gucci Mane?,Radric Delantic Davis,Paul Micheal Slayton,Jeffrey Bruce Atkins,Joseph Antonio Cartagena,Real Name,Medium,real_name,identity
Q750,What year was Ol' Dirty Bastard born?,1968,1973,1995,1970,Birth Year,Easy,birth_year,"bio,origin"
Q751,Which city or region is Ol' Dirty Bastard associated with?,"Brooklyn, NY","Carson, CA","Toronto, ON","Rockville, MD",Origin,Easy,origin,location
Q752,What is the real name of Ol' Dirty Bastard?,Russell Tyrone Jones,Jean-Jacques Cadet,William Michael Griffin Jr.,Jason Douglas Newman,Real Name,Medium,real_name,identity
Q753,What year was Kevin Gates born?,1986,1989,1987,1975,Birth Year,Easy,birth_year,"bio,origin"
Q754,Which city or region is Kevin Gates associated with?,"Baton Rouge, LA","Worcester, MA","Long Beach, CA","Pittsburgh, PA",Origin,Easy,origin,location
Q755,What is the real name of Kevin Gates?,Kevin Jerome Gilyard,Nashid Sulaiman,Jason Terrance Phillips,Avery Marcel Joshua Jones,Real Name,Medium,real_name,identity
Q756,Which city or region is Three 6 Mafia associated with?,"Memphis, TN","Brooklyn, NY","Bowling Green, KY","Corona, Queens",Origin,Easy,origin,location
Q757,What is the real name of Three 6 Mafia?,Various Artists,"Taboo, will.i.am, APL.DE.AP",Oswin Benjamin,Jayson Andrew Jenkins,Real Name,Medium,real_name,identity
Q758,What year was Run-D.M.C. born?,1982,1966,2002,1969,Birth Year,Easy,birth_year,"bio,origin"
Q759,Which city or region is Run-D.M.C. associated with?,"Queens, NY","San Antonio, TX","Queensbridge, NY","College Park, GA",Origin,Easy,origin,location
Q760,What is the real name of Run-D.M.C.?,"Joseph Simmons, Darryl McDaniels, Jason Mizell",Kentrell DeSean Gaulden,Marlon Craft,David Andrew Burd,Real Name,Medium,real_name,identity
Q761,What year was Oddisee born?,1985,1977,1991,1968,Birth Year,Easy,birth_year,"bio,origin"
Q762,Which city or region is Oddisee associated with?,"Washington, D.C.",Virginia,"Mobile, AL","San Francisco, CA",Origin,Easy,origin,location
Q763,What is the real name of Oddisee?,Amir Elkhalifa,Johnson Barnes III,David Lawrence Brewster Jr.,Coi Leray Collins,Real Name,Medium,real_name,identity
Q764,What year was MC Breed born?,1971,1992,1976,1982,Birth Year,Easy,birth_year,"bio,origin"
Q765,Which city or region is MC Breed associated with?,"Flint, MI","Pittsburgh, PA","Lima, Peru","Kingston, Jamaica",Origin,Easy,origin,location
Q766,What is the real name of MC Breed?,Eric Tyrone Breed,Herbert Anthony Stevens IV,Tracy Lauren Marrow,Leonard Grant,Real Name,Medium,real_name,identity
Q767,What year was EARTHGANG born?,2008,1966,1999,1994,Birth Year,Easy,birth_year,"bio,origin"
Q768,Which city or region is EARTHGANG associated with?,"Atlanta, GA","Plantation, FL","Fayetteville, NC","Mount Vernon, NY",Origin,Easy,origin,location
Q769,What year was Lil Kim born?,1974,1972,1971,1997,Birth Year,Easy,birth_year,"bio,origin"
Q770,Which city or region is Lil Kim associated with?,"Brooklyn, NY","Corona, Queens","Newark, NJ","Jamaica, Queens",Origin,Easy,origin,location
Q771,What is the real name of Lil Kim?,Kimberly Denise Jones,Nayvadius DeMun Wilburn,Patrick Earl Houston,Quavious Keyate Marshall,Real Name,Medium,real_name,identity
Q772,What year was XXXTENTACION born?,1998,1981,2008,1972,Birth Year,Easy,birth_year,"bio,origin"
Q773,Which city or region is XXXTENTACION associated with?,"Plantation, FL","Bay Area, CA","Mandeville, Jamaica","Bronx, NY",Origin,Easy,origin,location
Q774,What is the real name of XXXTENTACION?,Jahseh Dwayne Ricardo Onfroy,Joell Christopher Ortiz,Donald McKinley Glover Jr.,Demond Price,Real Name,Medium,real_name,identity
Q775,What year was Dizaster born?,1984,1987,1989,1994,Birth Year,Easy,birth_year,"bio,origin"
Q776,Which city or region is Dizaster associated with?,"Los Angeles, CA","College Park, GA","Kingston, Jamaica","Mitcham, London",Origin,Easy,origin,location
Q777,What is the real name of Dizaster?,Bashir Yagami,Jeffery Lamar Williams,Asher Paul Roth,Cameron Ezike Giles,Real Name,Medium,real_name,identity
Q778,What year was King Los born?,1982,1995,2001,1988,Birth Year,Easy,birth_year,"bio,origin"
Q779,Which city or region is King Los associated with?,"Baltimore, MD","Philadelphia, PA","Cape Town, South Africa","Cheltenham Township, PA",Origin,Easy,origin,location
Q780,What is the real name of King Los?,Carlos Coleman,Tamia Monique Carter,Olubowale Victor Akintimehin,Jeremie Damon Pennick,Real Name,Medium,real_name,identity
Q781,What year was Conway born?,1982,1971,1990,1966,Birth Year,Easy,birth_year,"bio,origin"
Q782,Which city or region is Conway associated with?,"Buffalo, NY","Canton, OH","San Antonio, TX","Clarksdale, MS",Origin,Easy,origin,location
Q783,What is the real name of Conway?,Demond Price,Russell Tyrone Jones,Kendrick Lamar Duckworth,Johnson Barnes III,Real Name,Medium,real_name,identity
Q784,What year was Masta Ace born?,1966,1965,1974,1991,Birth Year,Easy,birth_year,"bio,origin"
Q785,Which city or region is Masta Ace associated with?,"Brownsville, Brooklyn","New Orleans, LA","Canton, OH","Ithaca, NY",Origin,Easy,origin,location
Q786,What is the real name of Masta Ace?,Duval Clear,Aaron Bernard Tyler,Justin Lewis Scott,Alyssa Michelle Stephens,Real Name,Medium,real_name,identity
Q787,What year was Latto born?,1998,2002,1987,1976,Birth Year,Easy,birth_year,"bio,origin"
Q788,Which city or region is Latto associated with?,"Columbus, OH","Yonkers, NY","The Bronx, NY","Corona, Queens",Origin,Easy,origin,location
Q789,What is the real name of Latto?,Alyssa Michelle Stephens,Jon Kevin Freeman Jr.,Nathaniel Thomas Wilson,James Dewitt Yancey,Real Name,Medium,real_name,identity
Q790,What year was Waka Flocka Flame born?,1986,1966,2000,1995,Birth Year,Easy,birth_year,"bio,origin"
Q791,Which city or region is Waka Flocka Flame associated with?,"Queens, NY","Mount Vernon, NY","Dallas, TX","Canton, OH",Origin,Easy,origin,location
Q792,What is the real name of Waka Flocka Flame?,Juaquin James Malphurs,Nathaniel Thomas Wilson,Sir Robert Bryson Hall II,Jeffrey Bruce Atkins,Real Name,Medium,real_name,identity
Q793,What year was Juvenile born?,1975,1969,1983,1968,Birth Year,Easy,birth_year,"bio,origin"
Q794,Which city or region is Juvenile associated with?,"New Orleans, LA","Pontiac, MI","Mobile, AL","Corona, Queens",Origin,Easy,origin,location
Q795,What is the real name of Juvenile?,Terius Gray,Christopher Lee Rios,John David Jackson,"Rio Loz, Ras Austin, Taj Austin, Eric Jamal",Real Name,Medium,real_name,identity
Q796,What year was Doechii born?,1998,1985,1967,1997,Birth Year,Easy,birth_year,"bio,origin"
Q797,Which city or region is Doechii associated with?,"Tampa, FL","South Gate, CA","Brownsville, Brooklyn","Oxnard, CA",Origin,Easy,origin,location
